8.000000
6

0.222045	0.099042	0.065495	0.169329	0.099042	0.111821	0.078275	0.154952	

0.002551	0.008784	0.000496	0.001382	0.006863	0.008872	0.001201	0.009341	
0.033364	-0.010644	0.013710	0.013556	0.030248	-0.069307	0.016584	-0.139501	
0.722867	0.789475	0.623047	0.662078	0.783183	0.756851	0.702974	0.691633	
0.641465	0.518609	0.679301	0.644124	0.572810	0.439530	0.682097	0.338038	
0.143899	-0.163794	0.244837	0.134694	0.011899	-0.354080	0.059140	-0.539893	
0.181445	-0.115902	0.290490	0.350787	0.034217	-0.249257	0.159747	-0.323250	


0.000013	0.000017	0.000029	-0.000038	-0.000021	-0.000017	
0.000017	0.000381	0.000241	-0.000187	-0.000028	-0.000372	
0.000029	0.000241	0.000468	-0.000454	-0.000246	-0.000487	
-0.000038	-0.000187	-0.000454	0.000641	0.000174	0.000278	
-0.000021	-0.000028	-0.000246	0.000174	0.000739	0.000272	
-0.000017	-0.000372	-0.000487	0.000278	0.000272	0.001073	

0.000011	-0.000009	0.000000	-0.000010	-0.000020	-0.000002	
-0.000009	0.000572	0.000315	0.000039	0.001423	-0.000084	
0.000000	0.000315	0.000247	-0.000150	0.000698	-0.000398	
-0.000010	0.000039	-0.000150	0.000637	0.000531	0.001318	
-0.000020	0.001423	0.000698	0.000531	0.004132	0.001000	
-0.000002	-0.000084	-0.000398	0.001318	0.001000	0.003428	

0.000010	0.000006	0.000016	-0.000012	-0.000002	-0.000011	
0.000006	0.000125	0.000300	-0.000237	-0.000013	-0.000188	
0.000016	0.000300	0.000828	-0.000619	-0.000094	-0.000540	
-0.000012	-0.000237	-0.000619	0.000500	0.000023	0.000386	
-0.000002	-0.000013	-0.000094	0.000023	0.000121	0.000113	
-0.000011	-0.000188	-0.000540	0.000386	0.000113	0.000395	

0.000012	0.000009	0.000028	-0.000034	0.000015	-0.000008	
0.000009	0.000056	0.000101	-0.000167	0.000135	0.000040	
0.000028	0.000101	0.000382	-0.000362	0.000047	-0.000222	
-0.000034	-0.000167	-0.000362	0.000621	-0.000504	-0.000154	
0.000015	0.000135	0.000047	-0.000504	0.000833	0.000632	
-0.000008	0.000040	-0.000222	-0.000154	0.000632	0.000677	

0.000012	-0.000012	0.000003	-0.000014	-0.000057	-0.000016	
-0.000012	0.000557	0.000208	-0.000080	0.001102	-0.000257	
0.000003	0.000208	0.000238	-0.000226	0.000070	-0.000674	
-0.000014	-0.000080	-0.000226	0.000326	0.000396	0.000799	
-0.000057	0.001102	0.000070	0.000396	0.003378	0.000819	
-0.000016	-0.000257	-0.000674	0.000799	0.000819	0.002798	

0.000013	-0.000008	0.000008	-0.000000	-0.000012	0.000040	
-0.000008	0.000604	0.000277	0.000479	0.001196	0.000165	
0.000008	0.000277	0.000332	0.000270	0.000944	0.000272	
-0.000000	0.000479	0.000270	0.000863	0.001223	0.001120	
-0.000012	0.001196	0.000944	0.001223	0.003507	0.000867	
0.000040	0.000165	0.000272	0.001120	0.000867	0.002541	

0.000016	0.000000	0.000044	-0.000080	-0.000022	0.000021	
0.000000	0.000150	0.000069	-0.000014	0.000247	-0.000196	
0.000044	0.000069	0.000458	-0.000602	-0.000080	-0.000284	
-0.000080	-0.000014	-0.000602	0.001164	0.000209	-0.000414	
-0.000022	0.000247	-0.000080	0.000209	0.000995	-0.000069	
0.000021	-0.000196	-0.000284	-0.000414	-0.000069	0.002051	

0.000031	0.000024	-0.000006	-0.000068	-0.000090	0.000073	
0.000024	0.000887	0.000207	0.000501	0.000821	-0.000135	
-0.000006	0.000207	0.000534	0.000524	0.000906	0.000416	
-0.000068	0.000501	0.000524	0.000968	0.001424	0.000082	
-0.000090	0.000821	0.000906	0.001424	0.002476	-0.000148	
0.000073	-0.000135	0.000416	0.000082	-0.000148	0.001453	


