8.000000
6

0.056522	0.076087	0.104348	0.106522	0.389130	0.132609	0.043478	0.091304	

0.037552	0.022334	0.007918	0.036040	0.007276	0.046508	0.054136	0.000784	
0.076582	0.045008	0.024313	0.091654	0.028891	0.102055	0.104396	0.007556	
-0.407867	-0.440389	-0.455676	-0.450340	-0.445310	-0.429725	-0.381740	-0.433508	
0.910999	0.890667	0.873122	0.874109	0.880924	0.896100	0.924038	0.877635	
0.033189	0.098591	0.169558	0.181995	0.158014	0.108913	-0.007305	0.200856	
2.119676	2.174142	2.210491	2.257353	2.336068	2.296339	2.026273	2.276020	


0.000031	0.000043	0.000042	0.000023	-0.000070	-0.000108	
0.000043	0.000096	0.000085	0.000046	-0.000142	-0.000217	
0.000042	0.000085	0.000095	0.000045	-0.000140	-0.000214	
0.000023	0.000046	0.000045	0.000034	-0.000075	-0.000115	
-0.000070	-0.000142	-0.000140	-0.000075	0.000242	0.000355	
-0.000108	-0.000217	-0.000214	-0.000115	0.000355	0.000561	

0.000029	0.000035	0.000036	0.000027	-0.000095	-0.000039	
0.000035	0.000076	0.000068	0.000051	-0.000178	-0.000073	
0.000036	0.000068	0.000080	0.000052	-0.000181	-0.000075	
0.000027	0.000051	0.000052	0.000050	-0.000138	-0.000056	
-0.000095	-0.000178	-0.000181	-0.000138	0.000489	0.000194	
-0.000039	-0.000073	-0.000075	-0.000056	0.000194	0.000091	

0.000024	0.000017	0.000003	0.000013	-0.000065	-0.000059	
0.000017	0.000032	0.000003	0.000017	-0.000081	-0.000076	
0.000003	0.000003	0.000012	0.000004	-0.000015	-0.000009	
0.000013	0.000017	0.000004	0.000023	-0.000062	-0.000055	
-0.000065	-0.000081	-0.000015	-0.000062	0.000312	0.000273	
-0.000059	-0.000076	-0.000009	-0.000055	0.000273	0.000273	

0.000102	0.000104	0.000006	-0.000001	0.000022	-0.000324	
0.000104	0.000128	0.000005	-0.000003	0.000025	-0.000363	
0.000006	0.000005	0.000014	0.000002	-0.000000	-0.000026	
-0.000001	-0.000003	0.000002	0.000011	-0.000001	0.000001	
0.000022	0.000025	-0.000000	-0.000001	0.000016	-0.000074	
-0.000324	-0.000363	-0.000026	0.000001	-0.000074	0.001166	

0.000069	0.000147	0.000044	0.000027	-0.000024	-0.000054	
0.000147	0.000466	0.000161	0.000076	0.000044	-0.000104	
0.000044	0.000161	0.000343	0.000154	0.000081	0.000205	
0.000027	0.000076	0.000154	0.000086	0.000014	0.000084	
-0.000024	0.000044	0.000081	0.000014	0.000162	0.000101	
-0.000054	-0.000104	0.000205	0.000084	0.000101	0.000330	

0.000097	0.000139	0.000048	0.000040	-0.000133	-0.000221	
0.000139	0.000234	0.000075	0.000063	-0.000211	-0.000348	
0.000048	0.000075	0.000041	0.000024	-0.000075	-0.000132	
0.000040	0.000063	0.000024	0.000030	-0.000062	-0.000107	
-0.000133	-0.000211	-0.000075	-0.000062	0.000213	0.000341	
-0.000221	-0.000348	-0.000132	-0.000107	0.000341	0.000594	

0.000038	0.000032	0.000028	0.000013	-0.000037	-0.000173	
0.000032	0.000048	0.000034	0.000015	-0.000045	-0.000195	
0.000028	0.000034	0.000040	0.000013	-0.000040	-0.000175	
0.000013	0.000015	0.000013	0.000016	-0.000018	-0.000077	
-0.000037	-0.000045	-0.000040	-0.000018	0.000064	0.000230	
-0.000173	-0.000195	-0.000175	-0.000077	0.000230	0.001075	

0.000011	0.000004	-0.000010	-0.000004	-0.000002	-0.000015	
0.000004	0.000034	-0.000068	-0.000031	-0.000008	-0.000100	
-0.000010	-0.000068	0.000206	0.000092	0.000019	0.000287	
-0.000004	-0.000031	0.000092	0.000053	0.000008	0.000134	
-0.000002	-0.000008	0.000019	0.000008	0.000017	0.000032	
-0.000015	-0.000100	0.000287	0.000134	0.000032	0.000435	


